family,order,occurrence_count,individual_count
Anaerohalosphaeraceae,Sedimentisphaerales,17,
Anaerolineaceae,Anaerolineales,79699,5004
Anaeromusaceae,Anaeromusales,35,
Anaeromyxobacteraceae,Myxococcales,36188,51882
Anaeroplasmataceae,Acholeplasmatales,1324,
Anaerotignaceae,Lachnospirales,11,
Anaerovoracaceae,Peptostreptococcales,6974,23
Anaethalionidae,Elopiformes,685,52
Anagalidae,Pilosa,82,33
Anajapygidae,Diplura,10,2
Analgidae,Sarcoptiformes,2260,908
Anamidae,Araneae,15659,13460
Anamorphidae,Coleoptera,1686,638
Anapidae,Araneae,6694,10469
Anaplasmataceae,Rickettsiales,26461,216
Anaplectidae,Blattodea,950,1028
Anapronoidae,Amphipoda,13,14
Anarcestidae,Agoniatitida,234,53
Anarhichadidae,Perciformes,38240,83082
Anarthriaceae,Poales,2,
Anarthruridae,Tanaidacea,1918,12008
Anaspidesidae,Anaspidacea,1445,1418
Anastomitrabeculiaceae,Pleosporales,17,
Anastrophyllaceae,Jungermanniales,195999,305619
Anatidae,Anseriformes,179985650,7872395531
Anatinellidae,Venerida,4490,2945
Anatoliporaceae,Ulotrichales,1,
Anatomidae,Lepetellida,5069,12858
Anatonchidae,Mononchida,546,397
Anaulaceae,Anaulales,1732,126
Anaxyelidae,Hymenoptera,83,59
Ancalomicrobiaceae,Rhizobiales,12,
Anchariidae,Siluriformes,33,31
Anchicodiaceae,Bryopsidales,4,
Anchimolgidae,Cyclopoida,1865,26565
Anchineuridae,Megasecoptera,1,
Anchitrematidae,Plagiorchiida,39,27
Ancillariidae,Neogastropoda,15482,21520
Ancinidae,Isopoda,1073,4511
Ancistridae,Scuticociliatida,47,11
Ancistrocheiridae,Oegopsida,373,265
Ancistrocladaceae,Caryophyllales,2296,963
Ancistronidae,Psocodea,7554,10324
Ancistropsyllidae,Siphonaptera,8,10
Ancistrorhynchidae,Rhynchonellida,141,88
Ancopteridae,Megasecoptera,3,
Ancorabolidae,Harpacticoida,507,798
Ancorinidae,Tetractinellida,12183,13185
Ancylistaceae,Entomophthorales,3078,12
Ancylodiscoididae,Dactylogyridea,622,329
Ancylostomatidae,Rhabditida,4645,3907
Ancyrocephalidae,Dactylogyridea,7581,11312
Andaluciidae,Jakobida,739,
Andemantastraeidae,Scleractinia,15,13
Anderemaeidae,Sarcoptiformes,51,4
Anderssonoceratidae,Ceratitida,68,
Andesembiidae,Embioptera,10,6
Andesianidae,Lepidoptera,16,2
Andrarinidae,Asaphida,146,106
Andrazelliidae,Scleractinia,5,2
Andreaeaceae,Andreaeales,64454,4078
Andreaeobryaceae,Andreaeobryales,191,9
Andreiomycetaceae,Arthoniales,127,2
Andreneliidae,Hymenoptera,1,
Andrenidae,Hymenoptera,1278028,2924603
Andresiidae,Actiniaria,174,5
Andrognathidae,Platydesmida,2234,551
Andvakiidae,Actiniaria,2364,868
Anelasmatidae,Pedunculata,230,28
Anelcanidae,Orthoptera,4,2
Anemiaceae,Schizaeales,55821,10249
Anenterotrematidae,Plagiorchiida,55,114
Aneuraceae,Metzgeriales,107336,50597
Aneuretopsychidae,Mecoptera,8,
Aneuridae,Hemiptera,1,
Aneurinibacillaceae,Aneurinibacillales,219,2151
Angariidae,Trochida,4569,3482
Angarosphecidae,Hymenoptera,69,1
Angelidae,Mantodea,524,155
Angiostomatidae,Rhabditida,113,114
Angiostrongylidae,Rhabditida,40,
Anglophlebiidae,Odonata,1,
Anguillavidae,Anguilliformes,14,1
Anguillicolidae,Rhabditida,1212,40
Anguillidae,Anguilliformes,1163566,1309778
Anguilloididae,Anguilliformes,5,3
Anguinidae,Rhabditida,7466,4178
Angulobracchiidae,Spumellaria,741,
Angulomycetaceae,Rhizophydiales,72,
Angustibacteraceae,Actinomycetales,441,4333
Angustothyrididae,Terebratulida,101,
Anhimidae,Anseriformes,117559,773969
Anhingidae,Suliformes,1997545,8747292
Anindobothriidae,Rhinebothriidea,56,5
Anisacanthidae,Phasmida,234,137
Anisakidae,Rhabditida,9878,42915
Anisembiidae,Embioptera,316,112
Anisitsiellidae,Trombidiformes,527,274
Anisogammaridae,Amphipoda,1477,2753
Anisolabididae,Dermaptera,12389,3959
Anisolpidiaceae,Anisolpidiales,121,
Anisonemidae,Anisonemida,212,63
Anisonychidae,Arthrotardigrada,16,2
Anisophylleaceae,Cucurbitales,6067,4077
Anisopodidae,Diptera,51091,49154
Anisotrypidae,Trepostomatida,127,365
Ankistrodesmaceae,Sphaeropleales,9,
Annectocymidae,Cyclostomatida,320,72
Anningellidae,Ostreida,17,
Annonaceae,Magnoliales,573432,283154
Annulariidae,Littorinimorpha,32820,88438
Annulatascaceae,Annulatascales,1611,21
Annuliconchidae,Pectinida,112,32
Annulopatellinidae,Rotaliida,27,22
Annuntidiogenidae,Decapoda,3,
Anobiidae,Coleoptera,143632,128604
Anoeciidae,Hemiptera,2,
Anolotichiidae,Cystoporida,173,222
Anomalinidae,Rotaliida,9084,1760
Anomalomyidae,Rodentia,131,4
Anomalopidae,Beryciformes,439,455
Anomalopsychidae,Trichoptera,369,995
Anomaluridae,Rodentia,2021,1212
Anomiidae,Pectinida,54251,117118
Anomocarellidae,Asaphida,196,104
Anomocaridae,Agnostida,490,376
Anomoclausiidae,Cyclopoida,8,
Anomodontaceae,Hypnales,54042,105343066
Anomoeoneidaceae,Cymbellales,2318,31901
Anomopterellidae,Hymenoptera,19,2
Anomphalidae,Trochida,1006,728
Anophryidae,Scuticociliatida,14,1
Anoplocephalidae,Cyclophyllidea,8639,3818
Anoplodiscidae,Gyrodactylidea,16,2
Anoplogastridae,Beryciformes,2288,1429
Anoplophryidae,Astomatida,333,2
Anoplopomatidae,Scorpaeniformes,56904,11112367
Anoplostomatidae,Enoplida,481,339
Anoplotheriidae,Artiodactyla,1513,472
Anormochoristidae,Mecoptera,2,1
Anorthopygidae,Holectypoida,274,163
Anostomidae,Characiformes,63560,426761
Anostomopsidae,Stylommatophora,2,
Anostostomatidae,Orthoptera,9071,1389
Anotopteridae,Aulopiformes,490,301
Anoxybacillaceae,Bacillales,4803,2340
Anseranatidae,Anseriformes,160257,7072652
Anseropodidae,Valvatida,1775,831
Ansorgiidae,Diptera,1,
Anstonellaceae,Anstonellales,1,
Antagmidae,Ptychopariida,228,224
Antarctophilinidae,Cephalaspidea,191,78
Antarcturidae,Isopoda,1721,2578
Anteagloniaceae,Pleosporales,600,232
Antedonidae,Comatulida,32549,28162
Antefungivoridae,Diptera,56,
Antemylacridae,Blattodea,4,2
Antennariidae,Lophiiformes,59598,100073
Antennophoridae,Mesostigmata,42,29
Antennulariellaceae,Capnodiales,476,9
Antheacheridae,Cyclopoida,113,699
Antheidae,Actiniaria,2,
Antheliaceae,Jungermanniales,12043,527
Anthelidae,Lepidoptera,11799,3972
Antheluridae,Isopoda,145,86
Anthemiphylliidae,Scleractinia,1215,2562
Antheomorphidae,Actiniaria,2,
Anthericaceae,Asparagales,89,20
Anthessiidae,Cyclopoida,353,2743
Anthiadidae,Perciformes,503,80
Anthicidae,Coleoptera,80867,77911
Anthocephalidae,Hemiptera,1,
Anthocephaliidae,Rhinebothriidea,182,146
Anthocerotaceae,Anthocerotales,14450,1726
Anthocoridae,Hemiptera,87496,87709
Anthocoridea,Hemiptera,1,
Anthogonidae,Chordeumatida,205,295
Anthogorgiidae,Malacalcyonacea,969,291
Anthomydae,Diptera,3,1
Anthomyiidae,Diptera,337939,158718
Anthomyzidae,Diptera,12607,9643
Anthoptilidae,Scleralcyonacea,4866,2425
Anthosactinidae,Actiniaria,133,108
Anthracoblattinidae,Blattodea,146,50
Anthracobunidae,Proboscidea,57,9
Anthracocarididae,Tanaidacea,1,
Anthracoceratidae,Goniatitida,176,70
Anthracoideaceae,Ustilaginales,27481,1598
Anthracojulidae,Spirobolida,2,
Anthracoptilidae,Paoliida,32,16
Anthracopupidae,Stylommatophora,39,80
Anthracoscorpionidae,Scorpiones,22,
Anthracosiidae,Cardiida,1424,727
Anthracotheriidae,Artiodactyla,2252,1368
Anthracothremmidae,Protorthoptera,7,8
Anthribidae,Coleoptera,71796,46286
Anthribides,Coleoptera,13,6
Anthroleucosomatidae,Chordeumatida,373,416
Anthuridae,Isopoda,12319,26352
Antiacodontidae,Artiodactyla,46,44
Antichtopauropodidae,Tetramerocerata,4,6
Anticomidae,Enoplida,840,617
Antigonariidae,Acoela,2,
Antillasteridae,Spatangoida,32,29
Antillocaprinidae,Hippuritida,275,101
Antilocapridae,Artiodactyla,25053,10159
Antipathidae,Antipatharia,23545,50132
Antipleuridae,Cyrtodontida,1147,878
Antipodoeciidae,Trichoptera,151,254
Antitrichiaceae,Hypnales,53983,29621
Antonbruunidae,Phyllodocida,119,114
Antricoccaceae,Mycobacteriales,152,
Antrodiaetidae,Araneae,3650,615
Antronestheriidae,Diplostraca,2,
Antroporidae,Cheilostomatida,1559,482
Antroposthiidae,Acoela,1,
Antzeilleridae,Terebratulida,4,
Anulidentaliidae,Dentaliida,51,167
Anungitiomycetaceae,Xylariales,17,
Anuropidae,Isopoda,50,24
Anurosporidiidae,Haplosporida,64,3
Anyphaenidae,Araneae,49453,26157
Anystidae,Trombidiformes,35241,2095
Anyutidae,Cyclostomatida,5,1
Aongstroemiaceae,Dicranales,42587,1632
Aoridae,Amphipoda,30176,1042332
Aotidae,Primates,3991,2615
Apachelytridae,Dermaptera,3,3
Apachyidae,Dermaptera,77,41
Aparchitidae,Palaeocopida,858,658
Apataidae,Nudibranchia,601,123
Apataniidae,Trichoptera,22143,275030
Apatelodidae,Lepidoptera,16869,2479
Apateopholidae,Aulopiformes,7,3
Apertospathulidae,Spathidiida,2,
Aphalaridae,Hemiptera,30855,17068
Aphaniidae,Cyprinodontiformes,1003,434
Aphanipathidae,Antipatharia,6192,18574
Aphanizomenonaceae,Cyanobacteriales,32827,141981010
Aphanochaetaceae,Chaetophorales,423,39
Aphanodactylidae,Decapoda,46,26
Aphanolaimidae,Plectida,266,1439
Aphanopetalaceae,Saxifragales,2594,273
Aphanopsidaceae,Lecanorales,1019,294
Aphanothecaceae,Cyanobacteriales,2540,
Aphelariaceae,Cantharellales,210,
Aphelaspididae,Asaphida,974,651
Aphelenchidae,Rhabditida,1775,2891
Aphelenchoididae,Rhabditida,8000,24527
Aphelidesmidae,Polydesmida,733,487
Aphelinidae,Hymenoptera,50085,13828
Aphelinina,Hymenoptera,2,
Apheliscidae,Macroscelidea,72,43
Aphelocheiridae,Hemiptera,19158,71203
Aphelophlebodidae,Ephemeroptera,1,
Apheviderulicidae,Trombidiformes,1,
Aphididae,Hemiptera,699583,287939987
Aphilodontidae,Geophilomorpha,83,20
Aphloiaceae,Crossosomatales,8536,5829
Aphodiidae,Coleoptera,23878,10136
Aphredoderidae,Percopsiformes,13256,43978
Aphrocallistidae,Sceptrulophora,16817,18958
Aphrodidae,Hemiptera,41,7
Aphroditidae,Phyllodocida,23727,74308
Aphrophoridae,Hemiptera,150767,10748489
Aphrophorides,Hemiptera,46,33
Aphrosalpingidae,Agelasida,138,20
Aphylidae,Hemiptera,29,8
Aphyllanthaceae,Asparagales,2,
Aphyonidae,Ophidiiformes,475,244
Apiaceae,Apiales,10796795,47490742
Apidae,Hymenoptera,6835590,10474460
Apidiaceae,Cyclocrinales,10,
Apioceridae,Diptera,2402,1309
Apiocrinitidae,Millericrinida,423,1103
Apionacaridae,Sarcoptiformes,150,19
Apionidae,Coleoptera,141130,155319
Apiosporaceae,Xylariales,12461,706
Apiosporopsidaceae,Diaporthales,293,10
Apistidae,Scorpaeniformes,4142,6105
Aplanochytriidae,Thraustochytrida,9232,5
Aploactidae,Scorpaeniformes,7,7
Aploactinidae,Scorpaeniformes,2894,1090
Aplocheilidae,Cyprinodontiformes,2706,6768
Aplococeratidae,Ceratitida,150,162
Aplodactylidae,Perciformes,5646,12195
Aplodontiidae,Rodentia,5128,1330
Aplosporellaceae,Botryosphaeriales,2908,228
Aplustridae,Cephalaspidea,7675,3276
Aplysiidae,Aplysiida,36450,11645
Aplysinellidae,Verongiida,1108,106
Aplysinidae,Verongiida,15938,3565
Apocynaceae,Gentianales,2743268,11508486
Apodachlyellaceae,Leptomitales,3,
Apodanthaceae,Cucurbitales,2889,546
Apodidae,Apodiformes,10015233,104803260
Apodinidae,Blastodiniales,4,10
Apodosiidae,Rhynchonellida,7,
Apogonidae,Perciformes,169260,1097591
Apoharknessiaceae,Diaporthales,72,
Apolemiidae,Siphonophorae,727,5521
Aponchiidae,Desmodorida,11,4
Aponogetonaceae,Alismatales,7144,9890
Aporcelaimidae,Dorylaimida,5001,4053
Aporhynchidae,Trypanorhyncha,32,11
Aporocotylidae,Diplostomida,1604,647
Aporometridae,Comatulida,207,331
Apororhynchidae,Apororhynchida,7,3
Aporpiaceae,Auriculariales,138,5
Aporrhaidae,Littorinimorpha,23788,38850
Apozygidae,Hymenoptera,1,1
Appendicosporaceae,Amphisphaeriales,6,
Appertiidae,Protorthoptera,2,1
Aproctidae,Rhabditida,197,184
Aprosphylosomatidae,Julida,1,1
Apseudellidae,Tanaidacea,4,5
Apseudidae,Tanaidacea,16437,327539
Apsidoneuridae,Caloneurodea,5,2
Apsiktratidae,Prostomatida,8,6
Apsilocephalidae,Diptera,52,26
Aptandraceae,Santalales,9147,4381
Aptenoperissidae,Hymenoptera,1,
Apternodontidae,Soricomorpha,566,346
Apteronotidae,Gymnotiformes,12815,42692
Apteropanorpidae,Mecoptera,42,12
Apterouridae,Chordeumatida,18,18
Apterygidae,Apterygiformes,11604,15155
Aptornithidae,Gruiformes,37,
Apusomonadidae,Apusomonadida,16694,
Apystomyiidae,Diptera,47,31
Aquamycetaceae,Rhizophydiales,81,
Aquaspirillaceae,Burkholderiales,3586,
Aquasubmersaceae,Pleosporales,10,
Aquaumbridae,Malacalcyonacea,100,126
Aquificaceae,Aquificales,2197,
Aquifoliaceae,Aquifoliales,889138,251328
Aquilolamnidae,Lamniformes,16,38
Aquisalimonadaceae,Nitrococcales,1005,
Aracanidae,Tetraodontiformes,8441,28130
Araceae,Alismatales,2187270,1137508603
Arachnidiidae,Ctenostomatida,274,27
Arachnoididae,Clypeasteroida,2,4
Arachnoidiscaceae,Arachnoidiscales,2124,222
Arachnomycetaceae,Arachnomycetales,449,2
Arachnopezizaceae,Helotiales,6134,3640
Arachnopusiidae,Cheilostomatida,1731,3330
Aradidae,Hemiptera,48001,41708
Aradiens,Hemiptera,3,
Araeolaimidae,Araeolaimida,2,1
Araeonematidae,Trochida,159,24
Araliaceae,Apiales,2013954,5455209
Aramidae,Gruiformes,482102,1389607
Araneidae,Araneae,1155340,626868
Arapaimidae,Osteoglossiformes,1305,2799
Araratellidae,Rhynchonellida,36,
Araripechlorogomphidae,Odonata,1,
Araripelibellulidae,Odonata,21,3
Araripephlebiidae,Odonata,9,
Araucariaceae,Pinales,50233,6533
Araucariomycetaceae,Pucciniales,80,
Araxoceratidae,Ceratitida,271,29
Araxoporidae,Trepostomatida,70,17
Arbaciidae,Arbacioida,21433,22190
Arboramminidae,Astrorhizida,13,100
Arboramoebidae,Phalansteriida,1178,
Arcanatoridae,Passeriformes,1488,1654
Arcanobacteraceae,Rickettsiales,152,
Arcellidae,Arcellinida,4759,13925
Arceremaeidae,Sarcoptiformes,61,82
Arcestidae,Ceratitida,2373,949
Archaeaspididae,Redlichiida,43,12
Archaeatropidae,Psocodea,23,4
Archaediscidae,Textulariida,449,148
Archaeidae,Araneae,1320,875
Archaemegaptilidae,Palaeodictyoptera,3,1
Archaemiopteridae,Miomoptera,1,
Archaeoacanthocircidae,Spumellaria,11,
Archaeobalanidae,Sessilia,36344,1228722
Archaeobatidae,Rajiformes,1,
Archaeobuthidae,Scorpiones,1,
Archaeochiapasidae,Decapoda,1,2
Archaeocynipidae,Hymenoptera,7,
Archaeodictyomitridae,Nassellaria,109,
Archaeoglobaceae,Archaeoglobales,981,
Archaeolemuridae,Primates,50,35
Archaeolepidae,Lepidoptera,2,
Archaeolithophyllaceae,Corallinales,58,22
Archaeometidae,Opiliones,4,
Archaeoniscidae,Isopoda,69,7
Archaeonycteridae,Chiroptera,143,11
Archaeophialidae,Tryblidiida,30,24
Archaeopidae,Decapoda,37,71
Archaeorchestidae,Sarcoptiformes,10,
Archaeorhizomycetaceae,Archaeorhizomycetales,12287,4107
Archaeoscinidae,Amphipoda,88,3
Archaeosemantidae,Nassellaria,9,
Archaeoserphitidae,Hymenoptera,1,
Archaeosmiliidae,Scleractinia,21,5
Archaeosporaceae,Archaeosporales,4351,79
Archaeotrogonidae,Coraciiformes,4,
Archaeozonitidae,Stylommatophora,79,95
Archaesphaeridae,Parathuramminida,25,
Archasteridae,Valvatida,1687,4575
Archechiniscidae,Arthrotardigrada,110,
Archegocimicidae,Hemiptera,61,
Archembiidae,Embioptera,183,114
Archeocrypticidae,Coleoptera,2075,243
Archeolimulidae,Xiphosurida,1,
Archeorhinotermitidae,Blattodea,1,
Archeosmylidae,Neuroptera,12,
Archescytinidae,Hemiptera,348,83
Archetypomyidae,Rodentia,1,
Archicebidae,Primates,1,
Archiconiopterygidae,Hemiptera,2,
Archidactylinidae,Siphonostomatoida,2,
Archidiaceae,Archidiales,10940,106135
Archijassidae,Hemiptera,44,
Archilimoniidae,Diptera,2,10
Archimonocelididae,Proseriata,262,77
Archimylacridae,Blattodea,693,219
Archinotodelphyidae,Cyclopoida,43,33
Archiprobnisidae,Grylloblattodea,5,
Archipsocidae,Psocodea,1093,456
Archisargidae,Diptera,77,7
Architeuthidae,Oegopsida,950,458
Archizelmiridae,Diptera,10,
Archoglossopteridae,Glosselytrodea,1,
Archoleptonetidae,Araneae,45,38
Archotermopsidae,Blattodea,2226,2306
Arcidae,Arcida,150829,271589
Arcioneuridae,Megasecoptera,2,
Arcitalitridae,Amphipoda,3106,4915
Arcobacteraceae,Campylobacterales,32923,130
Arctacaridae,Mesostigmata,241,46
Arcticidae,Venerida,24384,39067
Arctiidae,Lepidoptera,10446,2126
Arctoceratidae,Ceratitida,596,114
Arctokonstantinidae,Calanoida,21,1
Arctomiaceae,Arctomiales,2997,603
Arctostreidae,Ostreida,807,470
Arcturidae,Isopoda,6651,18511
Arcturididae,Isopoda,87,97
Arcuospathidiidae,Spathidiida,61,
Arcyriaceae,Trichiales,82179,71409
Arcyzonidae,Palaeocopida,90,381
Ardeidae,Pelecaniformes,58924747,266563450
Ardenticatenaceae,Ardenticatenales,7865,474
Ardissoneaceae,Ardissoneales,158,16
Arecaceae,Arecales,1198846,931751
Arenaviridae,Bunyavirales,2040,
Areneidae,Trochida,3654,4663
Arenicellaceae,Arenicellales,48725,
Arenohydracaridae,Trombidiformes,1,1
Arenopontiidae,Harpacticoida,195,2453
Areoligeraceae,Gonyaulacales,591,18
Areschougiaceae,Gigartinales,1258,1808
Argasidae,Ixodida,4505,10117
Argentinidae,Osmeriformes,34134,677274
Argentinoblattidae,Blattodea,7,
Argestidae,Harpacticoida,570,347
Argidae,Hymenoptera,68168,72594
Argiolestidae,Odonata,16608,10411
Argissidae,Amphipoda,4151,12486
Argnidae,Stylommatophora,1126,323
Argonautidae,Octopoda,3687,3085
Argophyllaceae,Asterales,5681,242
Argulidae,Arguloida,4324,8737
Argynnaceae,Mytilinidiales,27,
Argyresthiidae,Lepidoptera,117473,169518
Argyrestidae,Lepidoptera,1,1
Arhynchobatidae,Rajiformes,43996,1503059
Arhythmacanthidae,Echinorhynchida,137,122
Arietellidae,Calanoida,675,539
Ariidae,Siluriformes,377594,15873255
Ariolimacidae,Stylommatophora,38087,1622
Ariommatidae,Perciformes,3920,17428
Arionidae,Stylommatophora,231763,1013613
Arionoceratidae,Orthocerida,5019,5255
Ariophantidae,Stylommatophora,21271,19334
Aristeidae,Decapoda,8382,48898
Aristiidae,Amphipoda,1165,5778
Aristolochiaceae,Piperales,369732,277465
Arixeniidae,Dermaptera,28,127
Arizonaphlyctidaceae,Rhizophlyctidales,178,
Arkayaceae,Polychytriales,10,
Arkhangelskiellaceae,Arkhangelskiales,2316,
Arkyidae,Araneae,5010,572
Armadillidae,Isopoda,16963,30553
Armadillidiidae,Isopoda,135602,75589
Armatellaceae,Meliolales,119,
Armatimonadaceae,Armatimonadales,5305,134
Armaueriidae,Polystilifera,16,16
Armilliferidae,Porocephalida,3,
Arminidae,Nudibranchia,3135,707
Armintomyidae,Rodentia,2,
Armorhydridae,Limnomedusae,4,
Arnelliaceae,Jungermanniales,1803,238
Aromobatidae,Anura,22490,9386
Arpaditidae,Ceratitida,31,4
Arrenuridae,Trombidiformes,72567,25968
Arrhopalitidae,Symphypleona,5024,7450
Arripidae,Perciformes,19315,56308
Artamidae,Passeriformes,880442,3831780
Artedidraconidae,Perciformes,3633,3828
Artematopides,Coleoptera,2,
Artematopodidae,Coleoptera,1814,600
Artemiidae,Anostraca,4241,22066
Arteriviridae,Nidovirales,20796,
Artesiidae,Amphipoda,76,139
Artheneidae,Hemiptera,3393,12679
Arthoniaceae,Arthoniales,255720,1127508
Arthopyreniaceae,Pleosporales,1711,106
Arthrocladiaceae,Desmarestiales,1404,240
Arthrodermataceae,Onygenales,10492,28
Arthrodictynidae,Araneae,1,
Arthroleptidae,Anura,37454,9507
Arthrolycosidae,Araneae,13,6
Arthromygalidae,Araneae,15,1
Arthropleidae,Ephemeroptera,9,31
Arthrorhaphidaceae,Umbilicariales,5866,355
Arthrosphaeridae,Sphaerotheriida,801,1324
Arthrostylidae,Cryptostomida,1023,3139
Artostrobiidae,Nassellaria,7217,1959
Artotrogidae,Siphonostomatoida,454,545
Artoviridae,Mononegavirales,14,
Arulidae,Malacalcyonacea,61,2
Arzonellinidae,Terebratulida,1,
Asaphidae,Asaphida,25682,7892
Asaphiscidae,Ptychopariida,5082,472
Ascalaphidae,Neuroptera,39804,17118
Ascalochrysidae,Neuroptera,1,
Ascampbelliellidae,Choreotrichida,1069,16
Ascaphidae,Anura,8451,4138
Ascarididae,Rhabditida,15935,5758
Ascaridiidae,Rhabditida,1548,1456
Aschemocellidae,Lituolida,56,7
Aschiphasmatidae,Phasmida,752,1193
Asciaporrectidae,Ploima,8,
Ascidae,Mesostigmata,13675,7875
Ascidicolidae,Cyclopoida,142,748
Ascidiidae,Phlebobranchia,48836,36723
Asclepiadaceae,Gentianales,5365,2936
Ascobolaceae,Pezizales,28988,6118
Ascocorticiaceae,Helotiales,1122,44
Ascocylindricaceae,Pleosporales,4,
Ascodesmidaceae,Pezizales,9917,3968
Ascodichaenaceae,Rhytismatales,4055,1263
Ascodictyidae,Ctenostomatida,129,155
Ascoideaceae,Saccharomycetales,187,
Ascololepidopterigidae,Lepidoptera,3,
Asconiscidae,Isopoda,9,3
Ascopariidae,Nemertodermatida,25,3
Ascorhynchidae,Pantopoda,1775,3405
Ascoseiraceae,Ascoseirales,118,21
Ascosiidae,Cheilostomatida,92,1085
Ascosphaeraceae,Ascosphaerales,700,100
Ascothoracidae,Dendrogastrida,29,45
Ascouracaridae,Sarcoptiformes,177,51
Ascoviridae,Pimascovirales,11,
Asellariaceae,Asellariales,78,
Asellidae,Isopoda,160203,1101131
Aseptorhynchiidae,Rhynchonellida,50,8
Asfarviridae,Asfuvirales,6336,
Ashinagidae,Lepidoptera,349,269
Ashleycetidae,Cetacea,1,
Asiatoceratodontidae,Ceratodontiformes,21,6
Asilici,Diptera,426,410
Asilidae,Diptera,575801,348617
Asiochaoboridae,Diptera,4,
Asiocoleidae,Coleoptera,4,
Asiopsocidae,Psocodea,60,28
Asiopteridae,Odonata,17,1
Askawachidae,Opiliones,6,
Asmussiidae,Diplostraca,1,2
Asparagaceae,Asparagales,4399187,44512322
Aspenitidae,Ceratitida,208,43
Aspergillaceae,Eurotiales,405612,63467
Asperspinidae,Pleurobranchida,17,28
Asphodelaceae,Asparagales,625668,401067
Aspidiaceae,Polypodiales,72,5
Aspidiscidae,Euplotida,7703,196
Aspidoderidae,Rhabditida,449,769
Aspidodiadematidae,Aspidodiadematoida,704,32743
Aspidogasteridae,Aspidogastrida,1,
Aspidogastridae,Aspidogastrida,432,404
Aspidopleuridae,Aulopiformes,24,6
Aspidosiphonidae,Aspidosiphoniformes,8439,18709
Aspidostomatidae,Cheilostomatida,503,1850
Aspidothoracidae,Megasecoptera,6,3
Aspidytidae,Coleoptera,15,2
Aspiviridae,Serpentovirales,357,
Asplanchnidae,Ploima,8814,1210149
Asplanchnoidae,Amoebida,4,
Aspleniaceae,Polypodiales,1703377,1370182
Aspredinidae,Siluriformes,5532,7741
